id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
977,get feedback awaiting response,READ,feedback,{},"{""response_status"": ""awaiting""}",1,SYNTHETIC
978,delete users with expired accounts,DELETE,user,{},"{""account_status"": ""expired""}",1,SYNTHETIC
979,"update reports with distribution list, set automated_delivery=true",UPDATE,report,"{""automated_delivery"": ""true""}","{""has_distribution_list"": ""true""}",2,SYNTHETIC
980,show documents with pending approval,READ,document,{},"{""approval_status"": ""pending""}",1,SYNTHETIC
981,delete movies without a rating,DELETE,movie,{},"{""rating"": ""none""}",1,SYNTHETIC
982,"update songs marked as favorites, set visible_to_public=true",UPDATE,song,"{""visible_to_public"": ""true""}","{""favorite"": ""true""}",2,SYNTHETIC
983,get albums with explicit content,READ,album,{},"{""explicit_content"": ""true""}",1,SYNTHETIC
984,delete playlists that are collaborative,DELETE,playlist,{},"{""collaborative"": ""true""}",1,SYNTHETIC
985,"update podcasts with new episodes, set notification_sent=true",UPDATE,podcast,"{""notification_sent"": ""true""}","{""new_episodes"": ""true""}",2,SYNTHETIC
986,"show recipes with a specific dietary restriction, e.g., vegan",READ,recipe,{},"{""dietary_restriction"": ""vegan""}",1,SYNTHETIC
987,delete ingredients with expired date,DELETE,ingredient,{},"{""expiration_date"": ""expired""}",1,SYNTHETIC
988,"update restaurants with outdoor seating, set outdoor_seating_available=true",UPDATE,restaurant,"{""outdoor_seating_available"": ""true""}","{""has_outdoor_seating"": ""true""}",2,SYNTHETIC
989,get cars with a clean title,READ,car,{},"{""title_status"": ""clean""}",1,SYNTHETIC
990,delete houses with a pending sale,DELETE,house,{},"{""sale_status"": ""pending""}",1,SYNTHETIC
991,"update pets with special needs, set medical_alert_required=true",UPDATE,pet,"{""medical_alert_required"": ""true""}","{""special_needs"": ""true""}",2,SYNTHETIC
992,show plants that are toxic to pets,READ,plant,{},"{""toxic_to_pets"": ""true""}",1,SYNTHETIC
993,delete computers with persistent errors,DELETE,computer,{},"{""error_status"": ""persistent""}",1,SYNTHETIC
994,"update phones with low signal, set network_booster_needed=true",UPDATE,phone,"{""network_booster_needed"": ""true""}","{""signal_strength"": ""low""}",2,SYNTHETIC
995,get appliances with smart features,READ,appliance,{},"{""smart_features"": ""true""}",1,SYNTHETIC
996,delete clothing items that are out of season,DELETE,clothing,{},"{""seasonal_status"": ""out of season""}",1,SYNTHETIC
997,"update footwear that is limited edition, set collector_value=high",UPDATE,footwear,"{""collector_value"": ""high""}","{""edition_type"": ""limited""}",2,SYNTHETIC
998,show furniture that is handcrafted,READ,furniture,{},"{""manufacturing_method"": ""handcrafted""}",1,SYNTHETIC
999,delete buildings that are historical landmarks,DELETE,building,{},"{""landmark_status"": ""historical""}",1,SYNTHETIC
1000,"update devices with low performance, set troubleshoot_required=true",UPDATE,device,"{""troubleshoot_required"": ""true""}","{""performance_status"": ""low""}",2,SYNTHETIC
1001,get software with regular updates,READ,software,{},"{""update_frequency"": ""regular""}",1,SYNTHETIC
1002,delete games with high system requirements,DELETE,game,{},"{""system_requirements"": ""high""}",1,SYNTHETIC
1003,"update consoles with network issues, set internet_connection_status=unstable",UPDATE,console,"{""internet_connection_status"": ""unstable""}","{""network_issues"": ""true""}",2,SYNTHETIC
1004,show artworks with a high market value,READ,artwork,{},"{""market_value"": ""high""}",1,SYNTHETIC
1005,delete museums with limited accessibility,DELETE,museum,{},"{""accessibility"": ""limited""}",1,SYNTHETIC
1006,"update monuments with significant damage, set repair_status=scheduled",UPDATE,monument,"{""repair_status"": ""scheduled""}","{""damage_level"": ""significant""}",2,SYNTHETIC
1007,get landmarks open to the public,READ,landmark,{},"{""public_access"": ""true""}",1,SYNTHETIC
1008,delete countries with ongoing conflicts,DELETE,country,{},"{""conflict_status"": ""ongoing""}",1,SYNTHETIC
1009,"update cities with increasing pollution, set environmental_initiatives=active",UPDATE,city,"{""environmental_initiatives"": ""active""}","{""pollution_level"": ""increasing""}",2,SYNTHETIC
1010,show persons with specific medical conditions,READ,person,{},"{""medical_condition"": ""true""}",1,SYNTHETIC
1011,delete animals that are invasive species,DELETE,animal,{},"{""species_type"": ""invasive""}",1,SYNTHETIC
1012,"update planets with potential for colonization, set colonization_priority=high",UPDATE,planet,"{""colonization_priority"": ""high""}","{""colonization_potential"": ""true""}",2,SYNTHETIC
1013,get stars in binary systems,READ,star,{},"{""system_type"": ""binary""}",1,SYNTHETIC
1014,delete galaxies with irregular shapes,DELETE,galaxy,{},"{""shape"": ""irregular""}",1,SYNTHETIC
1015,"update universe with unknown properties, set research_focus=intensive",UPDATE,universe,"{""research_focus"": ""intensive""}","{""properties_status"": ""unknown""}",2,SYNTHETIC
1016,show instruments that are vintage,READ,instrument,{},"{""age_category"": ""vintage""}",1,SYNTHETIC
1017,delete paintings that are damaged,DELETE,painting,{},"{""condition"": ""damaged""}",1,SYNTHETIC
1018,"update sculptures stored in vaults, set security_level=high",UPDATE,sculpture,"{""security_level"": ""high""}","{""storage_location"": ""vault""}",2,SYNTHETIC
1019,add a student with enrollment_status=active,ADD,student,"{""enrollment_status"": ""active""}",{},1,SYNTHETIC
1020,add subject with department=Mathematics,ADD,subject,"{""department"": ""Mathematics""}",{},1,SYNTHETIC
1021,add teacher with highest_degree=PhD,ADD,teacher,"{""highest_degree"": ""PhD""}",{},1,SYNTHETIC
1022,add outcome with source_fund=Grant A,ADD,outcome,"{""source_fund"": ""Grant A""}",{},1,SYNTHETIC
1023,add invoice with status=overdue,ADD,invoice,"{""status"": ""overdue""}",{},1,SYNTHETIC
1024,add test with format=multiple choice,ADD,test,"{""format"": ""multiple choice""}",{},1,SYNTHETIC
1025,add article with peer_reviewed=true,ADD,article,"{""peer_reviewed"": ""true""}",{},1,SYNTHETIC
1026,add course with level=beginner,ADD,course,"{""level"": ""beginner""}",{},1,SYNTHETIC
1027,add book with availability=in stock,ADD,book,"{""availability"": ""in stock""}",{},1,SYNTHETIC
1028,add employee with performance_rating=excellent,ADD,employee,"{""performance_rating"": ""excellent""}",{},1,SYNTHETIC
1029,add product with warranty_period=1 year,ADD,product,"{""warranty_period"": ""1 year""}",{},1,SYNTHETIC
1030,add customer with last_order_date=2025-05-01,ADD,customer,"{""last_order_date"": ""2025-05-01""}",{},1,SYNTHETIC
1031,add order with delivery_status=shipped,ADD,order,"{""delivery_status"": ""shipped""}",{},1,SYNTHETIC
1032,add project with dependencies=none,ADD,project,"{""dependencies"": ""none""}",{},1,SYNTHETIC
1033,add task with creation_date=2025-06-01,ADD,task,"{""creation_date"": ""2025-06-01""}",{},1,SYNTHETIC
1034,add event with budget=5000,ADD,event,"{""budget"": ""5000""}",{},1,SYNTHETIC
1035,add feedback with resolution_status=resolved,ADD,feedback,"{""resolution_status"": ""resolved""}",{},1,SYNTHETIC
1036,add user with last_activity=today,ADD,user,"{""last_activity"": ""today""}",{},1,SYNTHETIC
1037,add report with delivery_frequency=weekly,ADD,report,"{""delivery_frequency"": ""weekly""}",{},1,SYNTHETIC
1038,add document with access_level=public,ADD,document,"{""access_level"": ""public""}",{},1,SYNTHETIC
1039,add movie with awards_won=Oscar,ADD,movie,"{""awards_won"": ""Oscar""}",{},1,SYNTHETIC
1040,add song with stream_count=1000000,ADD,song,"{""stream_count"": ""1000000""}",{},1,SYNTHETIC
1041,add album with review_score=9.5,ADD,album,"{""review_score"": ""9.5""}",{},1,SYNTHETIC
1042,add playlist with total_playtime=2 hours,ADD,playlist,"{""total_playtime"": ""2 hours""}",{},1,SYNTHETIC
1043,add podcast with sponsorship=true,ADD,podcast,"{""sponsorship"": ""true""}",{},1,SYNTHETIC
1044,add recipe with origin_country=Mexico,ADD,recipe,"{""origin_country"": ""Mexico""}",{},1,SYNTHETIC
1045,add ingredient with organic=true,ADD,ingredient,"{""organic"": ""true""}",{},1,SYNTHETIC
1046,add restaurant with parking_available=true,ADD,restaurant,"{""parking_available"": ""true""}",{},1,SYNTHETIC
1047,add car with fuel_type=electric,ADD,car,"{""fuel_type"": ""electric""}",{},1,SYNTHETIC
1048,add house with heating_system=central,ADD,house,"{""heating_system"": ""central""}",{},1,SYNTHETIC
1049,add pet with adoption_date=2023-03-01,ADD,pet,"{""adoption_date"": ""2023-03-01""}",{},1,SYNTHETIC
1050,add plant with pot_size=10 inch,ADD,plant,"{""pot_size"": ""10 inch""}",{},1,SYNTHETIC
1051,add computer with processor=Intel i9,ADD,computer,"{""processor"": ""Intel i9""}",{},1,SYNTHETIC
1052,add phone with battery_capacity=4000 mAh,ADD,phone,"{""battery_capacity"": ""4000 mAh""}",{},1,SYNTHETIC
1053,add appliance with installation_cost=150,ADD,appliance,"{""installation_cost"": ""150""}",{},1,SYNTHETIC
1054,add clothing with price_range=$20-$50,ADD,clothing,"{""price_range"": ""$20-$50""}",{},1,SYNTHETIC
1055,add footwear with waterproofing=true,ADD,footwear,"{""waterproofing"": ""true""}",{},1,SYNTHETIC
1056,add furniture with assembly_time=2 hours,ADD,furniture,"{""assembly_time"": ""2 hours""}",{},1,SYNTHETIC
1057,add building with renovation_status=complete,ADD,building,"{""renovation_status"": ""complete""}",{},1,SYNTHETIC
1058,add device with warranty_status=active,ADD,device,"{""warranty_status"": ""active""}",{},1,SYNTHETIC
1059,add software with cloud_integration=true,ADD,software,"{""cloud_integration"": ""true""}",{},1,SYNTHETIC
1060,add game with metacritic_score=90,ADD,game,"{""metacritic_score"": ""90""}",{},1,SYNTHETIC
1061,add console with display_output=4K,ADD,console,"{""display_output"": ""4K""}",{},1,SYNTHETIC
1062,add artwork with authenticity_status=verified,ADD,artwork,"{""authenticity_status"": ""verified""}",{},1,SYNTHETIC
1063,add museum with visitor_demographics=mixed,ADD,museum,"{""visitor_demographics"": ""mixed""}",{},1,SYNTHETIC
1064,add monument with accessibility_features=ramp,ADD,monument,"{""accessibility_features"": ""ramp""}",{},1,SYNTHETIC
1065,add landmark with architectural_style=Gothic,ADD,landmark,"{""architectural_style"": ""Gothic""}",{},1,SYNTHETIC
1066,add country with national_animal=Eagle,ADD,country,"{""national_animal"": ""Eagle""}",{},1,SYNTHETIC
1067,add city with public_transport_options=extensive,ADD,city,"{""public_transport_options"": ""extensive""}",{},1,SYNTHETIC
1068,add person with employment_status=employed,ADD,person,"{""employment_status"": ""employed""}",{},1,SYNTHETIC
1069,add animal with conservation_status=least concern,ADD,animal,"{""conservation_status"": ""least concern""}",{},1,SYNTHETIC
1070,add planet with magnetic_field=strong,ADD,planet,"{""magnetic_field"": ""strong""}",{},1,SYNTHETIC
1071,add star with habitable_zone_distance=1 AU,ADD,star,"{""habitable_zone_distance"": ""1 AU""}",{},1,SYNTHETIC
1072,add galaxy with star_formation_rate=high,ADD,galaxy,"{""star_formation_rate"": ""high""}",{},1,SYNTHETIC
1073,add universe with dark_matter_detection_experiments=active,ADD,universe,"{""dark_matter_detection_experiments"": ""active""}",{},1,SYNTHETIC
1074,add instrument with sound_type=acoustic,ADD,instrument,"{""sound_type"": ""acoustic""}",{},1,SYNTHETIC
1075,add painting with exhibition_status=on loan,ADD,painting,"{""exhibition_status"": ""on loan""}",{},1,SYNTHETIC
1076,add sculpture with cultural_significance=high,ADD,sculpture,"{""cultural_significance"": ""high""}",{},1,SYNTHETIC
1077,get students with gpa below 2.5,READ,student,{},"{""gpa"": ""<2.5""}",1,SYNTHETIC
1078,delete subjects outside of STEM fields,DELETE,subject,{},"{""field"": ""non-STEM""}",1,SYNTHETIC
1079,"update teachers with a recent publication, set promotion_eligible=true",UPDATE,teacher,"{""promotion_eligible"": ""true""}","{""recent_publication"": ""true""}",2,SYNTHETIC
1080,show outcomes with status 'paid',READ,outcome,{},"{""status"": ""paid""}",1,SYNTHETIC
1081,delete invoices paid by bank transfer,DELETE,invoice,{},"{""payment_method"": ""bank transfer""}",1,SYNTHETIC
1082,"update tests with score below 60, set retest_required=true",UPDATE,test,"{""retest_required"": ""true""}","{""score"": ""<60""}",2,SYNTHETIC
1083,get articles published in 2023,READ,article,{},"{""publication_year"": ""2023""}",1,SYNTHETIC
1084,delete courses with low enrollment,DELETE,course,{},"{""enrollment_count"": ""low""}",1,SYNTHETIC
1085,"update books with a new edition, set edition_number=2nd",UPDATE,book,"{""edition_number"": ""2nd""}","{""new_edition"": ""true""}",2,SYNTHETIC
1086,show employees with high attendance,READ,employee,{},"{""attendance_rate"": ""high""}",1,SYNTHETIC
1087,delete products with negative reviews,DELETE,product,{},"{""review_sentiment"": ""negative""}",1,SYNTHETIC
1088,"update customers with unverified accounts, set verification_status=pending",UPDATE,customer,"{""verification_status"": ""pending""}","{""account_status"": ""unverified""}",2,SYNTHETIC
1089,get orders with express shipping,READ,order,{},"{""shipping_type"": ""express""}",1,SYNTHETIC
1090,delete projects that are on hold,DELETE,project,{},"{""status"": ""on hold""}",1,SYNTHETIC
1091,"update tasks with no assignee, set assignee=Default Team",UPDATE,task,"{""assignee"": ""Default Team""}","{""assignee"": ""none""}",2,SYNTHETIC
1092,show events with an online option,READ,event,{},"{""online_option"": ""true""}",1,SYNTHETIC
1093,delete feedback marked as spam,DELETE,feedback,{},"{""spam_status"": ""true""}",1,SYNTHETIC
1094,"update users with pending email verification, set verification_sent=true",UPDATE,user,"{""verification_sent"": ""true""}","{""email_verification_status"": ""pending""}",2,SYNTHETIC
1095,get reports generated weekly,READ,report,{},"{""frequency"": ""weekly""}",1,SYNTHETIC
1096,delete documents that are outdated,DELETE,document,{},"{""status"": ""outdated""}",1,SYNTHETIC
1097,"update movies with critical acclaim, set Rotten_Tomatoes_score=high",UPDATE,movie,"{""Rotten_Tomatoes_score"": ""high""}","{""critical_acclaim"": ""true""}",2,SYNTHETIC
1098,show songs on trending charts,READ,song,{},"{""trending_status"": ""true""}",1,SYNTHETIC
1099,delete albums with low sales,DELETE,album,{},"{""sales_status"": ""low""}",1,SYNTHETIC
1100,"update playlists with no cover art, set default_cover=true",UPDATE,playlist,"{""default_cover"": ""true""}","{""cover_art"": ""none""}",2,SYNTHETIC
1101,get podcasts with a large following,READ,podcast,{},"{""follower_count"": ""large""}",1,SYNTHETIC
1102,delete recipes with complex instructions,DELETE,recipe,{},"{""instruction_complexity"": ""complex""}",1,SYNTHETIC
1103,"update ingredients with low stock, set reorder_needed=true",UPDATE,ingredient,"{""reorder_needed"": ""true""}","{""stock_level"": ""low""}",2,SYNTHETIC
1104,show restaurants with a Michelin star,READ,restaurant,{},"{""michelin_star"": ""true""}",1,SYNTHETIC
1105,delete cars listed for salvage,DELETE,car,{},"{""listing_status"": ""salvage""}",1,SYNTHETIC
1106,"update houses with recent renovations, set last_renovation_date=2024-12-01",UPDATE,house,"{""last_renovation_date"": ""2024-12-01""}","{""recent_renovation"": ""true""}",2,SYNTHETIC
1107,get pets that are house-trained,READ,pet,{},"{""house_trained"": ""true""}",1,SYNTHETIC
1108,delete plants with signs of disease,DELETE,plant,{},"{""health_status"": ""diseased""}",1,SYNTHETIC
1109,"update computers with extended warranty, set service_agreement=active",UPDATE,computer,"{""service_agreement"": ""active""}","{""extended_warranty"": ""true""}",2,SYNTHETIC
1110,show phones with biometric security,READ,phone,{},"{""security_features"": ""biometric""}",1,SYNTHETIC
1111,delete appliances consuming too much power,DELETE,appliance,{},"{""power_consumption_status"": ""high""}",1,SYNTHETIC
1112,"update clothing items in seasonal sale, set sale_price=reduced",UPDATE,clothing,"{""sale_price"": ""reduced""}","{""sale_status"": ""seasonal""}",2,SYNTHETIC
1113,get footwear made from sustainable materials,READ,footwear,{},"{""material_sustainability"": ""high""}",1,SYNTHETIC
1114,delete furniture that is custom-made,DELETE,furniture,{},"{""custom_made"": ""true""}",1,SYNTHETIC
1115,"update buildings with historical value, set preservation_status=ongoing",UPDATE,building,"{""preservation_status"": ""ongoing""}","{""historical_value"": ""true""}",2,SYNTHETIC
1116,show devices with active subscriptions,READ,device,{},"{""subscription_status"": ""active""}",1,SYNTHETIC
1117,delete software with critical security vulnerabilities,DELETE,software,{},"{""security_vulnerabilities"": ""critical""}",1,SYNTHETIC
1118,"update games with upcoming DLC, set DLC_announced=true",UPDATE,game,"{""DLC_announced"": ""true""}","{""upcoming_DLC"": ""true""}",2,SYNTHETIC
1119,get consoles with limited edition bundles,READ,console,{},"{""edition_type"": ""limited""}",1,SYNTHETIC
1120,delete artworks with disputed ownership,DELETE,artwork,{},"{""ownership_status"": ""disputed""}",1,SYNTHETIC
1121,"update museums with public funding, set funding_status=stable",UPDATE,museum,"{""funding_status"": ""stable""}","{""funding_source"": ""public""}",2,SYNTHETIC
1122,show monuments receiving high tourist traffic,READ,monument,{},"{""tourist_traffic"": ""high""}",1,SYNTHETIC
1123,delete landmarks that are temporarily closed,DELETE,landmark,{},"{""status"": ""temporarily closed""}",1,SYNTHETIC
1124,"update countries with developing economies, set aid_program=active",UPDATE,country,"{""aid_program"": ""active""}","{""economic_status"": ""developing""}",2,SYNTHETIC
1125,get cities with a vibrant nightlife,READ,city,{},"{""nightlife_vibrancy"": ""high""}",1,SYNTHETIC
1126,delete persons with criminal records,DELETE,person,{},"{""criminal_record"": ""true""}",1,SYNTHETIC
1127,"update animals in captivity, set enclosure_size=larger",UPDATE,animal,"{""enclosure_size"": ""larger""}","{""captivity_status"": ""true""}",2,SYNTHETIC
1128,show planets with extreme weather,READ,planet,{},"{""weather_condition"": ""extreme""}",1,SYNTHETIC
1129,delete stars that are dying,DELETE,star,{},"{""life_stage"": ""dying""}",1,SYNTHETIC
1130,"update galaxies with active galactic nuclei, set AGN_research=ongoing",UPDATE,galaxy,"{""AGN_research"": ""ongoing""}","{""active_galactic_nuclei"": ""true""}",2,SYNTHETIC
1131,get universe with ongoing expansion,READ,universe,{},"{""expansion_status"": ""ongoing""}",1,SYNTHETIC
1132,delete instruments that are broken,DELETE,instrument,{},"{""condition"": ""broken""}",1,SYNTHETIC
1133,"update paintings with conservation needs, set conservation_status=high priority",UPDATE,painting,"{""conservation_status"": ""high priority""}","{""conservation_needs"": ""true""}",2,SYNTHETIC
1134,add a student with scholarship=full,ADD,student,"{""scholarship"": ""full""}",{},1,SYNTHETIC
1135,add subject with exam_type=final,ADD,subject,"{""exam_type"": ""final""}",{},1,SYNTHETIC
1136,add teacher with teaching_experience=10 years,ADD,teacher,"{""teaching_experience"": ""10 years""}",{},1,SYNTHETIC
1137,add outcome with approval_status=approved,ADD,outcome,"{""approval_status"": ""approved""}",{},1,SYNTHETIC
1138,add invoice with payment_due_date=2025-07-20,ADD,invoice,"{""payment_due_date"": ""2025-07-20""}",{},1,SYNTHETIC
1139,add test with date_administered=2025-06-10,ADD,test,"{""date_administered"": ""2025-06-10""}",{},1,SYNTHETIC
1140,add article with number_of_citations=50,ADD,article,"{""number_of_citations"": ""50""}",{},1,SYNTHETIC
1141,add course with duration=16 weeks,ADD,course,"{""duration"": ""16 weeks""}",{},1,SYNTHETIC
1142,add book with binding_type=hardcover,ADD,book,"{""binding_type"": ""hardcover""}",{},1,SYNTHETIC
1143,add employee with start_date=2020-01-01,ADD,employee,"{""start_date"": ""2020-01-01""}",{},1,SYNTHETIC
1144,add product with customer_rating=4.5,ADD,product,"{""customer_rating"": ""4.5""}",{},1,SYNTHETIC
1145,add customer with contact_preference=phone,ADD,customer,"{""contact_preference"": ""phone""}",{},1,SYNTHETIC
1146,add order with delivery_address_type=residential,ADD,order,"{""delivery_address_type"": ""residential""}",{},1,SYNTHETIC
1147,add project with current_phase=development,ADD,project,"{""current_phase"": ""development""}",{},1,SYNTHETIC
1148,add task with due_time=5:00 PM,ADD,task,"{""due_time"": ""5:00 PM""}",{},1,SYNTHETIC
1149,add event with virtual_option=true,ADD,event,"{""virtual_option"": ""true""}",{},1,SYNTHETIC
1150,add feedback with status=new,ADD,feedback,"{""status"": ""new""}",{},1,SYNTHETIC
1151,add user with signup_date=2022-08-01,ADD,user,"{""signup_date"": ""2022-08-01""}",{},1,SYNTHETIC
1152,add report with data_range=last quarter,ADD,report,"{""data_range"": ""last quarter""}",{},1,SYNTHETIC
1153,add document with version_number=2.0,ADD,document,"{""version_number"": ""2.0""}",{},1,SYNTHETIC
1154,add movie with streaming_platform=Netflix,ADD,movie,"{""streaming_platform"": ""Netflix""}",{},1,SYNTHETIC
1155,add song with music_video=true,ADD,song,"{""music_video"": ""true""}",{},1,SYNTHETIC
1156,add album with format=digital,ADD,album,"{""format"": ""digital""}",{},1,SYNTHETIC
1157,add playlist with collaborative_editing=true,ADD,playlist,"{""collaborative_editing"": ""true""}",{},1,SYNTHETIC
1158,add podcast with guest_speaker=Dr. Neil deGrasse Tyson,ADD,podcast,"{""guest_speaker"": ""Dr. Neil deGrasse Tyson""}",{},1,SYNTHETIC
1159,add recipe with dietary_restrictions=vegetarian,ADD,recipe,"{""dietary_restrictions"": ""vegetarian""}",{},1,SYNTHETIC
1160,add ingredient with storage_temperature=room temperature,ADD,ingredient,"{""storage_temperature"": ""room temperature""}",{},1,SYNTHETIC
1161,add restaurant with outdoor_seating=true,ADD,restaurant,"{""outdoor_seating"": ""true""}",{},1,SYNTHETIC
1162,add car with drive_type=AWD,ADD,car,"{""drive_type"": ""AWD""}",{},1,SYNTHETIC
1163,add house with property_type=single-family,ADD,house,"{""property_type"": ""single-family""}",{},1,SYNTHETIC
1164,add pet with vaccination_record_up_to_date=true,ADD,pet,"{""vaccination_record_up_to_date"": ""true""}",{},1,SYNTHETIC
1165,add plant with bloom_season=spring,ADD,plant,"{""bloom_season"": ""spring""}",{},1,SYNTHETIC
1166,add computer with storage_capacity=1TB,ADD,computer,"{""storage_capacity"": ""1TB""}",{},1,SYNTHETIC
1167,add phone with operating_system=Android,ADD,phone,"{""operating_system"": ""Android""}",{},1,SYNTHETIC
1168,add appliance with smart_features_enabled=true,ADD,appliance,"{""smart_features_enabled"": ""true""}",{},1,SYNTHETIC
1169,add clothing with wash_instructions='Machine wash cold',ADD,clothing,"{""wash_instructions"": ""Machine wash cold""}",{},1,SYNTHETIC
1170,add footwear with closure=velcro,ADD,footwear,"{""closure"": ""velcro""}",{},1,SYNTHETIC
1171,add furniture with assembly_difficulty=easy,ADD,furniture,"{""assembly_difficulty"": ""easy""}",{},1,SYNTHETIC
1172,add building with number_of_units=50,ADD,building,"{""number_of_units"": ""50""}",{},1,SYNTHETIC
1173,add device with connectivity_type=Bluetooth,ADD,device,"{""connectivity_type"": ""Bluetooth""}",{},1,SYNTHETIC
1174,add software with subscription_model=monthly,ADD,software,"{""subscription_model"": ""monthly""}",{},1,SYNTHETIC
1175,add game with minimum_age_rating=10+,ADD,game,"{""minimum_age_rating"": ""10+""}",{},1,SYNTHETIC
1176,add console with backward_compatibility=true,ADD,console,"{""backward_compatibility"": ""true""}",{},1,SYNTHETIC
1177,add artwork with historical_period=Renaissance,ADD,artwork,"{""historical_period"": ""Renaissance""}",{},1,SYNTHETIC
1178,add museum with visitor_count_per_year=5 million,ADD,museum,"{""visitor_count_per_year"": ""5 million""}",{},1,SYNTHETIC
1179,add monument with construction_material=stone,ADD,monument,"{""construction_material"": ""stone""}",{},1,SYNTHETIC
1180,add landmark with tourism_rating=5 stars,ADD,landmark,"{""tourism_rating"": ""5 stars""}",{},1,SYNTHETIC
1181,add country with government_type=republic,ADD,country,"{""government_type"": ""republic""}",{},1,SYNTHETIC
1182,add city with average_rainfall=1000mm,ADD,city,"{""average_rainfall"": ""1000mm""}",{},1,SYNTHETIC
1183,add person with preferred_communication=email,ADD,person,"{""preferred_communication"": ""email""}",{},1,SYNTHETIC
1184,add animal with average_height=1.5m,ADD,animal,"{""average_height"": ""1.5m""}",{},1,SYNTHETIC
1185,add planet with discovery_method=transit,ADD,planet,"{""discovery_method"": ""transit""}",{},1,SYNTHETIC
1186,add star with distance_from_sun=10 light-years,ADD,star,"{""distance_from_sun"": ""10 light-years""}",{},1,SYNTHETIC
1187,add galaxy with current_redshift=0.01,ADD,galaxy,"{""current_redshift"": ""0.01""}",{},1,SYNTHETIC
1188,add universe with cosmological_constant=positive,ADD,universe,"{""cosmological_constant"": ""positive""}",{},1,SYNTHETIC
1189,add instrument with case_included=true,ADD,instrument,"{""case_included"": ""true""}",{},1,SYNTHETIC
1190,add painting with condition=excellent,ADD,painting,"{""condition"": ""excellent""}",{},1,SYNTHETIC
1191,add sculpture with installation_location=outdoor,ADD,sculpture,"{""installation_location"": ""outdoor""}",{},1,SYNTHETIC
